dm_1,lai_2,foto_2,lai_1,temp_1,lai_3,lai_4,foto_1,mikro_1,meldug_4,straaling_1,straaling_3,dm_4,nedboer_3,middel_2,temp_3,dm_2,nedboer_1,meldug_1,middel_1,mikro_3,lai_0,dm_3,meldug_2,nedboer_2,straaling_4,temp_4,foto_3,udbytte,mikro_2,middel_3,temp_2,meldug_3,straaling_2,foto_4
8,1,8,1,0,1,0,8,1,0,3,0,19,1,0,0,17,0,7,2,2,3,23,2,1,0,2,7,37,3,1,0,0,1,1
11,3,7,3,0,2,1,9,0,0,0,1,41,2,2,0,18,0,5,3,3,1,37,3,2,2,1,15,58,2,1,1,1,0,7
11,1,4,2,0,1,0,9,3,1,1,1,29,1,3,1,14,2,7,0,0,1,28,5,2,1,1,11,46,2,1,1,5,0,4
4,1,5,1,0,0,0,4,0,0,2,1,4,2,0,1,7,0,7,0,3,3,3,8,1,2,2,1,53,2,0,0,0,0,4
20,6,12,6,2,4,1,13,0,0,1,0,60,1,0,1,35,0,8,1,3,3,61,0,1,0,0,19,1,2,1,0,0,1,5
11,3,12,3,1,2,1,8,0,1,0,0,51,2,3,2,29,0,7,2,3,3,46,1,1,0,1,14,67,3,0,0,6,1,8
15,7,10,7,0,5,1,10,2,0,0,2,53,1,1,1,27,0,0,0,2,4,43,0,2,2,1,14,69,3,3,1,0,0,9
12,2,8,3,0,1,0,9,3,4,0,3,26,2,3,1,20,1,6,3,3,0,32,3,2,0,0,10,44,2,2,0,5,1,0
6,2,9,2,2,1,0,6,2,0,2,0,25,2,0,0,18,2,6,3,3,0,24,6,1,0,0,7,44,3,0,0,2,1,5
17,3,8,4,0,2,1,12,2,0,1,2,58,1,1,0,24,2,0,0,3,1,43,0,2,1,0,14,74,2,0,0,0,0,13
10,7,11,6,0,5,2,9,3,0,0,0,56,2,1,1,23,2,0,0,2,3,46,0,1,0,2,17,72,2,3,2,0,0,10
11,4,12,5,1,2,1,9,3,0,0,1,52,1,2,0,28,1,4,3,1,3,44,3,0,1,1,14,68,0,1,2,0,1,9
13,5,10,5,2,4,1,10,2,0,0,1,60,2,1,0,25,1,2,1,3,2,52,0,2,0,1,18,1,3,2,0,0,1,10
8,6,12,6,2,4,1,8,2,0,2,0,54,2,1,1,24,2,4,2,3,3,51,0,1,2,1,19,70,3,0,0,0,1,7
8,3,9,3,0,2,1,8,0,0,0,1,49,2,2,0,21,0,3,3,3,1,43,8,0,2,1,15,66,0,2,0,2,1,8
10,7,13,7,0,5,2,8,3,0,2,1,71,0,2,0,29,1,8,0,0,4,58,4,2,0,2,21,10,2,3,0,0,0,13
16,7,11,7,0,5,2,11,2,0,0,0,64,1,1,0,31,2,1,3,3,3,50,2,1,0,1,16,4,3,2,0,0,0,14
9,2,8,2,0,1,0,7,1,0,0,1,23,1,0,2,19,0,5,1,2,1,30,2,1,2,2,10,41,2,3,0,0,1,0
7,2,9,2,1,2,1,7,1,0,0,0,46,0,0,0,18,0,7,1,0,3,38,4,2,2,0,14,62,2,1,0,1,0,8
13,6,10,6,2,5,2,9,1,0,2,3,71,1,3,1,25,0,3,0,2,3,54,4,0,0,0,20,12,0,2,0,2,0,16
14,3,14,6,3,2,0,10,1,0,1,2,43,1,0,1,34,0,8,3,2,3,52,7,2,2,1,14,59,2,0,2,6,3,0
8,5,12,6,3,3,1,6,3,0,2,0,50,2,1,1,24,2,2,3,3,3,44,6,0,0,1,14,66,3,1,1,0,1,8
15,2,5,2,3,2,1,11,3,0,3,1,40,2,2,0,18,2,7,2,3,1,39,4,0,0,1,16,57,0,1,0,0,0,6
11,3,9,3,0,2,1,9,0,0,0,0,47,0,2,0,21,0,4,3,1,0,43,1,0,0,1,16,63,1,3,1,0,0,8
8,2,10,3,1,2,1,7,0,0,0,1,47,2,3,0,21,0,2,3,2,0,41,2,1,2,0,15,63,0,1,0,1,3,8
10,2,8,3,0,1,0,7,2,0,2,1,22,2,1,2,21,2,2,3,3,0,28,2,2,2,0,8,39,2,2,0,0,1,0
13,4,11,4,0,3,1,10,2,2,1,1,60,2,3,1,28,2,3,3,3,3,57,3,2,0,0,20,1,2,1,2,3,1,8
11,3,8,4,0,2,1,8,3,1,0,3,55,2,0,1,21,1,3,3,3,1,49,5,1,2,0,19,71,3,2,3,6,1,7
0,0,0,0,0,0,0,1,3,0,0,1,2,2,0,0,0,2,7,2,2,1,0,2,2,0,0,1,42,2,1,0,0,0,3
0,0,0,0,0,0,0,0,1,0,1,3,10,0,3,1,0,0,7,1,1,4,8,2,0,0,1,7,29,1,0,1,2,1,4
12,3,8,4,0,2,1,9,3,0,0,0,40,0,1,1,23,2,2,3,0,1,35,8,1,1,1,10,57,3,2,1,2,0,7
10,4,12,4,0,3,1,9,3,0,0,0,50,1,1,1,25,2,4,0,3,1,45,0,0,0,0,14,66,0,0,2,0,1,8
12,5,12,5,1,3,1,9,3,0,0,2,51,2,1,0,28,0,8,1,2,3,43,4,0,2,1,13,68,0,1,2,0,0,10
20,6,9,6,0,4,1,13,2,0,1,0,56,2,3,2,28,1,1,1,3,3,48,0,0,1,0,16,72,1,1,3,0,0,9
20,6,10,6,2,4,1,13,0,0,1,1,63,1,1,1,30,0,2,1,1,2,61,0,2,0,1,22,3,3,0,1,0,0,6
12,7,9,6,0,4,1,9,0,0,0,1,54,2,2,1,24,0,0,1,3,3,50,0,2,2,1,19,70,3,0,3,0,0,7
18,2,6,4,3,1,0,12,3,7,1,0,38,2,3,0,24,0,5,3,3,3,39,7,2,1,1,12,56,2,3,0,5,0,4
9,0,2,5,0,0,0,8,1,2,2,0,10,2,2,1,10,0,8,3,2,3,16,7,2,0,0,6,28,2,3,0,1,1,0
21,6,10,6,0,4,1,14,2,0,1,1,70,2,3,0,32,1,1,3,2,3,61,0,0,0,1,21,9,1,1,3,0,0,11
4,1,6,1,3,1,1,4,1,0,0,1,24,1,0,2,11,0,7,1,3,1,18,8,1,0,2,7,43,3,3,0,0,0,8
13,3,9,4,3,2,1,10,1,0,0,0,41,1,2,2,24,0,6,3,1,1,37,3,1,1,2,11,58,1,0,0,2,0,7
14,4,8,4,1,3,1,11,1,0,1,0,46,0,2,2,23,0,0,3,1,2,40,1,0,0,1,14,62,1,2,3,0,0,7
18,3,9,3,0,2,1,12,2,0,1,0,52,1,2,2,28,2,5,1,3,2,45,2,2,2,0,14,68,2,1,2,0,1,9
23,5,9,5,0,4,2,16,2,0,3,0,65,0,1,0,33,2,0,0,0,1,54,0,2,0,0,16,5,2,3,2,0,0,12
10,3,10,3,0,2,1,8,0,1,0,0,39,2,3,0,23,0,4,2,3,0,38,0,1,2,1,12,56,0,3,0,0,1,6
0,0,2,0,3,0,0,1,1,0,2,0,5,0,1,0,0,0,7,1,1,1,0,6,0,0,0,0,64,1,3,1,0,0,6
20,4,8,4,2,3,1,14,2,0,3,1,64,2,0,1,30,1,0,0,3,0,58,0,2,1,1,20,4,3,0,1,0,0,9
19,7,13,7,1,5,1,13,3,0,1,3,72,1,2,1,35,2,0,3,2,4,70,0,1,2,2,24,12,3,0,1,0,3,8
17,5,14,6,3,3,1,12,3,4,1,0,62,1,1,1,36,2,3,0,3,3,62,4,1,2,1,19,2,3,3,0,1,1,6
9,3,13,3,0,2,0,8,3,0,0,1,42,2,1,1,27,1,6,2,2,0,43,0,0,0,1,14,59,0,3,0,0,1,4
16,6,11,5,3,3,1,11,1,0,1,1,53,0,2,0,29,0,1,0,3,1,52,0,2,2,2,17,69,2,1,1,0,0,6
14,3,10,3,0,2,1,10,1,0,1,0,44,0,2,1,28,0,3,2,0,1,42,1,1,0,0,13,60,3,0,1,0,3,7
19,5,10,6,2,3,1,13,0,0,0,0,52,2,1,2,30,0,1,3,3,3,47,1,1,2,1,15,68,2,2,0,0,1,9
15,6,13,7,3,4,1,11,3,0,1,0,53,1,3,1,32,1,0,2,3,3,51,0,2,2,0,15,69,2,1,0,0,1,6
19,4,9,5,2,3,1,13,0,0,1,0,60,2,2,2,28,0,0,2,3,2,49,0,0,0,0,16,1,1,0,1,0,0,11
16,5,8,5,2,4,1,11,2,0,1,0,62,2,0,0,24,2,6,3,3,1,56,4,2,0,0,22,3,3,1,3,0,0,8
12,5,9,5,0,3,1,9,3,0,0,0,56,2,2,0,24,2,6,3,3,2,50,8,2,0,2,19,72,2,0,0,0,0,8
16,4,8,5,0,3,1,12,0,0,1,0,53,0,2,0,26,0,3,3,1,3,43,4,0,0,1,14,69,1,3,0,0,2,11
7,7,15,7,3,5,2,6,0,0,2,1,73,0,1,1,26,0,1,2,0,3,59,0,1,0,1,22,13,3,2,0,0,1,13
0,0,2,0,2,0,0,2,2,0,1,0,0,0,2,1,0,2,7,1,0,3,0,1,2,2,1,0,0,2,2,0,0,0,3
6,0,0,2,3,0,0,7,3,1,1,1,10,1,0,1,2,1,5,3,3,0,7,7,2,0,1,6,29,3,2,1,7,0,5
14,2,5,2,2,2,1,10,2,0,0,0,46,2,0,0,19,1,3,1,2,0,37,1,2,2,2,14,62,3,0,3,0,0,9
9,5,8,5,0,3,1,7,0,0,2,1,55,2,0,1,19,0,6,2,3,2,48,0,2,0,1,19,71,3,2,0,0,0,10
10,4,14,5,0,2,1,8,2,0,0,0,54,2,1,1,32,2,4,1,3,3,50,0,2,0,1,14,70,2,3,0,0,3,7
14,6,12,6,3,4,1,10,3,0,0,0,56,1,0,0,29,1,8,2,1,3,51,0,0,1,2,17,71,3,2,1,0,0,8
15,5,10,5,2,3,1,11,0,0,1,0,59,2,1,1,29,0,2,1,3,3,47,0,1,0,1,14,74,3,2,0,0,0,11
13,3,12,3,0,2,1,9,3,0,0,1,51,2,1,0,28,2,6,1,3,0,48,0,1,2,2,15,67,2,1,0,0,3,7
5,0,0,1,3,0,0,6,3,5,0,1,0,1,0,1,1,1,7,3,2,3,0,7,2,2,2,0,0,2,3,1,3,1,0
16,6,12,5,1,5,2,11,0,0,0,0,66,0,0,1,31,0,4,2,1,2,50,0,0,0,0,16,6,3,3,3,0,1,15
6,1,5,1,0,0,0,6,3,2,0,1,1,1,3,1,11,2,7,0,1,1,6,3,2,2,1,0,31,3,2,0,3,0,0
15,2,7,3,0,2,1,11,2,0,1,0,45,2,1,0,24,1,0,3,3,1,39,0,2,2,1,12,61,3,0,1,0,1,8
18,7,6,7,0,6,2,12,2,0,0,1,65,1,1,2,24,1,0,0,3,3,50,0,2,1,0,18,5,3,1,0,0,2,14
13,4,9,4,2,2,1,11,2,0,0,0,44,1,2,1,24,1,3,1,3,2,39,2,2,2,2,12,60,2,1,2,0,0,7
16,4,7,4,0,3,1,11,0,0,0,0,44,0,3,2,21,0,0,2,1,0,42,0,2,0,0,16,61,3,0,3,0,0,6
15,4,12,4,0,3,1,11,1,0,1,0,61,0,3,0,31,0,1,3,1,1,56,4,0,2,0,19,2,0,1,2,2,1,8
15,6,12,6,0,4,1,10,2,6,0,0,63,1,3,2,30,0,8,0,3,3,49,1,1,1,1,15,3,1,3,1,4,1,12
0,0,0,0,1,0,0,0,3,2,0,1,0,1,0,1,0,2,7,0,2,2,0,8,1,2,1,1,0,2,3,0,1,0,0
16,5,10,5,0,4,1,11,2,0,1,0,58,2,3,1,28,2,1,1,2,3,47,0,2,0,0,15,74,2,1,0,0,0,11
5,1,5,1,0,0,0,6,3,2,0,3,5,0,3,1,11,1,7,1,1,0,10,5,0,0,1,3,64,0,1,0,3,0,1
17,7,10,7,0,4,1,12,0,0,0,1,58,1,2,1,29,0,0,0,0,4,59,0,1,2,1,21,73,2,2,1,0,0,5
14,4,14,4,0,3,1,10,3,0,0,1,61,1,1,1,34,2,5,2,3,3,54,1,1,0,1,16,2,2,0,2,0,3,9
19,7,10,7,0,4,1,14,3,0,1,1,65,0,3,1,31,1,0,3,1,3,61,0,2,2,1,22,5,2,1,1,0,2,7
17,5,9,5,3,4,1,12,1,0,1,2,57,2,0,1,28,0,3,2,3,3,48,1,2,1,1,16,73,3,1,1,0,0,11
12,4,9,5,0,3,1,9,0,0,0,1,58,2,3,0,24,1,6,1,3,3,54,0,0,1,1,20,74,3,0,0,0,0,8
17,3,10,3,0,2,1,12,2,0,1,1,54,1,1,1,29,2,1,0,3,0,51,0,2,2,1,17,70,2,2,0,0,0,7
17,5,9,6,0,4,1,11,3,0,0,1,64,0,2,1,27,0,1,2,1,3,57,0,1,0,1,21,5,3,0,1,0,0,10
13,6,10,5,1,4,1,10,1,0,1,1,55,0,3,1,25,0,3,0,1,2,51,4,2,2,1,19,71,3,1,3,8,0,7
9,3,7,4,0,3,1,7,1,0,2,2,41,2,0,1,16,0,2,2,2,1,38,0,2,2,1,15,58,2,2,0,0,0,6
14,6,12,5,0,3,1,10,3,0,0,1,66,0,3,0,31,2,8,0,1,3,59,2,1,2,1,20,6,3,1,1,4,3,10
16,6,11,6,1,4,1,12,0,4,1,1,60,0,3,0,28,0,6,3,1,3,56,4,2,2,0,20,1,2,3,0,1,0,8
13,5,12,6,3,4,1,10,3,0,1,1,52,1,3,0,29,2,6,0,3,3,50,1,0,2,1,17,68,2,0,2,0,1,6
17,4,8,4,0,2,0,12,1,3,1,1,39,2,3,1,26,0,3,0,3,2,47,6,0,2,1,16,56,1,3,1,8,0,0
11,7,11,7,0,5,2,9,1,0,0,1,68,0,3,1,25,0,2,0,0,3,53,0,2,1,1,20,8,2,3,0,0,0,13
11,6,12,6,2,5,1,9,2,0,0,1,66,1,3,1,29,1,0,3,2,2,61,0,0,2,2,23,6,0,3,0,0,1,7
18,4,10,4,0,3,1,13,2,0,1,0,53,1,1,1,31,1,6,0,2,1,50,0,2,0,0,16,69,3,0,3,0,1,7
9,5,11,5,1,3,1,7,0,0,2,0,49,0,1,1,23,0,6,2,1,2,43,0,2,2,1,15,65,3,3,1,0,1,8
15,4,9,4,2,3,1,11,0,0,0,1,65,1,3,0,28,0,5,1,2,3,55,1,1,0,0,19,5,1,1,3,1,0,11
16,3,11,4,2,2,1,12,0,0,3,0,56,2,2,2,30,0,5,2,3,3,47,2,0,1,1,14,71,0,2,0,0,1,9
12,3,8,4,1,2,1,8,0,0,0,0,48,2,1,2,22,0,0,1,3,1,38,0,0,0,0,14,65,0,0,0,0,0,11
9,5,10,5,0,4,1,8,0,0,0,1,61,0,0,2,22,0,1,2,1,2,44,0,2,1,0,16,2,2,1,1,0,1,14
17,3,12,3,2,2,0,12,2,0,1,1,47,0,3,1,33,2,5,2,1,1,50,2,1,2,1,14,63,2,1,2,4,1,3
19,4,12,6,0,3,1,13,1,0,0,1,63,1,2,1,32,0,6,3,2,3,58,5,0,2,1,19,3,0,0,0,1,1,8
20,5,9,5,1,4,1,14,2,0,1,0,59,1,1,1,31,0,6,3,2,2,54,6,2,2,2,17,74,2,0,0,0,0,9
12,3,11,3,0,2,1,10,3,0,0,0,52,2,2,1,26,2,2,3,3,0,43,8,1,0,1,14,68,1,2,3,2,1,10
22,5,13,5,0,4,1,14,0,0,3,1,76,2,2,2,39,0,3,0,3,2,67,2,2,2,0,20,16,3,1,3,0,3,10
13,2,9,2,2,1,0,10,0,0,1,1,36,1,3,0,22,0,1,3,2,0,35,0,2,0,2,10,54,3,3,3,0,1,5
17,5,12,7,0,4,1,12,2,0,1,0,56,1,1,1,32,2,8,3,2,3,55,8,0,2,0,17,72,0,1,1,0,3,6
0,1,3,1,0,1,0,2,0,0,2,1,0,2,0,1,2,0,7,3,3,0,5,5,0,2,0,6,0,0,1,0,2,0,0
16,2,8,3,3,1,0,11,1,3,3,1,38,2,3,1,25,0,8,2,3,0,40,1,2,2,1,12,55,3,3,1,4,1,4
11,5,12,6,1,3,1,9,2,0,2,0,52,0,0,2,26,0,4,3,1,3,44,2,0,0,2,14,68,3,1,1,0,1,8
8,1,7,2,0,1,0,7,0,2,0,0,18,2,3,1,15,0,5,0,3,0,24,6,2,0,0,8,36,2,0,0,6,3,0
19,6,12,5,3,4,1,13,3,0,3,0,75,2,2,1,35,1,0,3,3,1,63,0,2,0,0,20,15,2,0,0,0,0,11
9,6,13,6,3,4,1,7,1,0,2,1,62,0,1,0,26,0,2,0,1,3,60,0,0,0,1,23,3,0,3,1,0,1,7
18,6,10,6,3,4,1,13,1,0,1,0,55,2,2,1,29,1,0,2,2,3,50,0,0,2,2,16,70,1,0,1,0,0,8
18,3,9,3,0,2,1,12,3,0,1,0,55,1,1,0,29,2,7,1,3,4,47,8,1,0,1,13,71,0,2,1,1,0,9
13,3,7,3,0,2,1,10,1,1,0,0,62,1,1,0,21,0,5,1,2,3,44,2,2,1,1,16,2,3,3,0,1,0,14
6,0,0,1,2,0,0,6,0,2,0,1,0,2,2,1,2,0,7,3,3,3,0,7,0,2,1,0,0,1,0,1,4,1,0
10,2,9,2,2,1,0,8,2,6,1,1,23,1,3,2,21,1,7,1,3,3,30,8,0,0,1,8,40,1,0,1,5,1,1
10,4,12,3,1,3,1,8,1,0,0,1,55,1,1,1,28,1,0,3,2,1,53,1,0,2,1,18,71,1,2,0,0,1,6
7,2,6,2,0,2,0,6,3,0,0,1,28,0,2,0,13,2,2,3,1,0,35,8,1,0,1,15,46,1,1,1,4,0,0
16,5,10,5,0,4,1,11,2,0,1,1,63,0,1,2,29,0,4,1,1,3,51,0,1,1,1,17,4,3,2,0,0,0,11
15,4,9,4,2,3,1,10,0,0,1,0,53,2,3,1,24,0,0,2,3,2,47,0,0,0,1,17,69,0,3,0,0,0,9
14,6,11,7,3,4,1,10,0,0,0,0,56,1,2,2,27,1,2,1,1,3,52,0,2,0,1,19,72,3,2,1,0,1,8
19,4,10,4,0,3,1,13,1,0,1,3,61,1,1,1,32,0,1,0,0,1,55,0,1,2,2,17,1,1,3,3,0,0,8
15,1,5,3,2,0,0,10,0,1,0,0,7,1,0,2,19,0,7,3,1,4,12,7,0,0,1,0,11,1,0,1,8,1,0
13,4,10,5,0,3,1,10,3,0,1,1,53,2,0,1,26,1,4,3,2,2,50,3,2,2,1,17,69,2,2,0,2,0,7
16,5,8,5,2,4,1,11,2,0,0,1,57,1,3,1,25,1,2,0,2,2,57,0,1,0,2,22,72,3,1,1,0,0,6
19,5,10,5,1,3,1,12,1,0,0,0,59,0,3,0,31,0,5,1,0,4,53,4,2,0,1,17,74,3,1,0,4,0,9
0,0,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,2,7,0,2,3,0,8,0,2,2,0,0,0,2,0,0,1,0
21,4,12,5,0,3,1,14,2,0,3,0,69,2,0,1,36,1,1,3,2,3,60,0,1,1,0,17,9,3,2,1,0,3,10
11,5,10,5,0,3,1,8,1,0,0,1,55,2,1,0,22,0,4,0,3,3,45,0,1,0,1,17,70,0,0,0,0,0,11
6,3,10,4,3,2,1,6,3,0,2,1,43,2,2,1,21,2,6,0,2,2,36,1,1,2,0,13,60,2,1,2,0,0,8
13,4,11,4,0,3,1,10,2,0,0,3,55,2,0,2,29,2,2,3,2,1,48,2,0,0,0,16,70,0,1,1,0,1,10
8,5,10,5,0,3,1,7,2,0,2,3,59,0,1,1,21,1,0,2,0,3,45,0,2,0,0,17,74,2,3,0,0,0,12
7,1,4,1,0,1,0,6,2,0,1,0,19,2,3,1,9,2,7,1,3,1,24,2,1,1,2,12,37,0,0,0,2,0,1
11,5,13,5,2,4,2,8,0,0,0,0,66,1,0,1,29,0,4,3,2,1,57,2,2,2,1,20,6,3,1,1,0,3,10
14,3,10,4,1,2,1,11,3,0,1,0,41,2,3,1,28,2,3,1,3,2,37,2,2,2,2,10,58,3,1,3,4,1,7
12,7,15,7,1,5,2,10,2,0,0,1,75,2,3,0,34,1,2,2,2,3,66,0,2,0,2,21,15,2,2,1,0,3,11
18,4,12,4,0,3,1,13,0,0,1,2,62,1,0,0,35,0,0,3,2,0,53,0,0,2,1,16,3,0,1,2,0,0,10
20,5,10,6,0,3,1,14,3,0,1,1,60,1,2,1,32,2,0,3,1,3,51,1,1,0,1,15,1,0,1,1,0,0,10
16,4,8,5,1,3,1,11,3,0,1,1,54,2,1,1,26,1,4,0,3,3,42,0,1,2,0,14,70,3,1,1,0,0,11
15,4,13,4,0,3,1,11,2,0,0,0,61,1,2,1,32,1,5,3,1,3,51,3,0,0,2,16,2,0,3,2,0,1,10
15,6,9,6,1,4,1,12,3,0,1,0,51,1,2,0,25,2,8,1,0,3,51,1,0,0,2,19,68,1,1,3,0,2,6
8,2,9,3,1,1,0,7,3,0,0,3,29,1,3,1,20,2,3,2,0,0,28,1,1,2,0,8,47,1,1,1,1,1,4
5,1,6,2,0,1,0,6,2,0,0,3,27,0,2,1,10,2,7,0,1,4,25,6,1,0,1,11,45,1,1,0,0,1,5
11,3,8,3,0,2,1,9,0,0,0,3,52,2,2,1,19,0,6,3,3,1,43,6,2,2,1,17,68,3,1,0,2,0,10
13,7,14,7,0,6,2,10,2,0,0,1,70,1,1,0,33,2,6,1,2,4,60,0,0,0,1,20,10,0,0,2,0,1,12
17,6,11,6,0,4,1,12,3,0,0,1,63,1,1,1,31,1,0,1,1,3,61,0,2,2,2,21,3,2,2,0,0,0,7
16,7,12,6,2,5,2,11,0,0,0,2,65,2,3,2,31,0,4,2,3,3,53,0,1,2,2,16,5,3,3,3,0,1,12
17,6,9,6,0,5,1,12,3,0,3,1,66,1,1,1,27,2,3,2,3,3,57,2,2,0,1,22,6,3,0,0,0,0,10
11,3,9,3,1,2,1,8,3,0,0,0,47,1,2,0,21,1,1,1,2,0,41,0,1,2,2,16,63,3,2,3,0,1,7
17,2,8,3,0,1,0,12,2,0,3,1,39,0,2,1,28,2,5,3,1,1,34,5,0,0,1,8,56,0,2,0,0,0,6
16,7,15,7,1,4,1,12,2,0,1,0,60,0,0,0,36,1,1,3,0,4,57,1,1,2,1,16,1,2,3,1,0,3,8
10,2,5,2,0,1,0,8,2,0,0,0,23,0,3,2,15,1,5,1,1,0,26,2,1,0,0,10,41,0,2,0,2,2,3
14,1,4,5,0,0,0,11,2,2,1,1,16,0,3,0,14,2,3,3,0,3,21,7,0,1,2,7,34,0,0,1,5,0,0
20,5,13,6,0,3,1,14,3,0,1,3,65,2,3,0,37,2,6,2,2,3,66,0,0,2,0,20,5,0,3,2,0,1,6
10,4,12,4,0,3,1,9,0,0,0,1,57,1,2,0,26,0,4,2,2,2,52,0,1,2,1,19,72,3,3,2,0,1,7
19,6,11,6,0,4,1,13,2,0,1,2,64,0,0,0,32,2,1,2,1,3,58,0,2,2,0,18,5,3,3,1,0,1,9
12,7,12,7,3,4,1,9,3,0,0,0,52,2,3,1,28,1,4,3,3,4,46,6,1,0,2,15,68,2,1,1,3,1,9
12,3,9,4,0,2,1,9,2,4,0,1,47,1,0,0,23,2,3,3,3,2,40,5,2,0,1,14,63,3,1,1,3,0,8
15,5,11,5,0,4,1,11,3,0,0,0,59,1,0,0,30,1,1,2,3,2,55,0,2,2,1,18,74,2,0,0,0,0,7
16,4,9,4,0,2,1,12,0,0,1,3,54,1,0,1,26,0,6,2,1,1,49,0,1,2,0,17,70,2,1,0,0,0,8
13,5,12,5,0,4,1,10,0,0,0,1,55,0,2,1,28,0,2,0,1,3,48,0,2,0,2,17,70,3,0,0,0,1,10
7,1,4,1,0,1,0,6,0,0,1,0,26,0,1,1,10,0,7,1,1,4,21,4,1,1,1,10,44,1,3,0,0,1,7
12,3,7,4,0,2,0,9,3,7,0,0,30,2,3,2,21,2,3,2,3,2,36,6,2,2,2,12,47,3,3,3,5,0,0
15,6,10,7,0,4,1,11,3,0,0,3,64,0,2,0,27,2,1,3,1,3,57,4,0,1,0,20,4,0,2,1,0,0,8
3,1,6,1,2,1,0,4,0,0,0,1,14,2,2,0,9,0,7,1,3,3,18,2,1,0,2,9,33,2,2,0,0,1,2
14,5,9,6,1,3,1,10,3,0,1,0,52,0,2,0,25,0,1,2,0,3,43,0,2,2,0,15,68,3,3,0,0,0,9
16,5,11,5,0,3,1,12,3,1,1,0,59,2,3,1,31,2,6,0,3,2,53,2,1,0,2,16,74,2,0,0,6,1,8
12,5,13,5,0,4,1,9,0,0,0,3,59,0,2,0,29,0,2,3,1,2,54,2,0,2,1,19,1,1,1,3,0,3,7
14,6,10,7,2,5,2,11,2,0,0,1,69,2,2,1,27,2,3,2,2,4,52,1,1,0,1,18,9,1,0,1,0,0,15
8,1,6,1,3,1,0,7,1,0,1,1,20,1,1,1,13,0,7,0,2,1,22,6,2,1,1,8,38,3,3,1,0,1,3
12,1,5,3,0,0,0,8,3,1,0,0,17,1,0,1,17,2,5,3,3,2,19,7,0,2,2,5,35,1,0,3,6,1,2
12,3,10,3,0,2,1,9,1,1,1,1,57,1,1,1,27,0,6,3,1,0,49,3,2,0,0,16,72,3,0,1,4,1,10
19,5,14,6,0,3,1,13,0,0,0,1,73,2,3,1,40,0,6,2,2,3,61,0,1,1,0,16,13,2,1,0,0,1,12
18,5,11,5,0,3,1,13,1,0,1,0,64,0,2,0,32,0,3,1,0,3,59,2,2,0,0,20,5,2,2,1,0,1,8
16,6,11,6,3,4,1,11,1,0,1,0,59,1,3,0,29,0,4,0,3,3,55,0,2,2,2,20,74,2,1,1,0,0,7
16,6,11,6,2,4,1,12,2,0,0,1,59,2,1,2,31,1,1,1,3,3,55,0,2,1,2,19,74,3,3,0,0,1,8
13,6,8,6,1,4,1,9,3,0,2,0,48,0,0,0,22,2,8,1,1,3,44,1,2,2,1,17,65,3,3,3,0,0,7
7,2,8,2,1,1,1,6,1,0,0,1,45,2,1,2,16,0,7,1,3,1,29,3,2,0,0,12,61,2,0,0,1,0,13
25,6,11,6,1,3,1,16,1,0,3,1,75,1,0,1,39,0,4,2,2,3,61,0,0,1,0,17,15,0,2,0,0,1,14
13,5,11,6,0,3,1,10,0,0,0,1,53,2,1,1,27,0,1,3,2,3,49,0,1,0,0,17,69,3,3,0,0,1,8
17,6,10,6,0,4,1,12,1,0,1,1,65,2,3,2,30,0,6,1,3,3,59,0,2,2,2,21,5,2,3,2,0,0,10
12,5,10,6,0,4,1,10,0,0,0,0,53,2,0,2,24,0,0,2,3,3,47,0,2,2,1,17,69,2,0,1,0,1,7
6,0,0,1,0,0,0,6,1,1,0,1,0,0,1,0,1,0,7,3,0,0,0,7,2,0,1,0,0,3,3,1,2,0,2
11,4,13,4,0,3,1,8,2,0,0,3,52,1,0,1,29,2,8,0,2,2,49,2,2,0,2,16,68,3,1,3,0,3,8
15,3,7,3,1,2,0,10,1,0,1,0,25,2,0,2,21,1,2,2,3,1,32,0,1,2,2,11,43,3,1,1,0,2,0
20,5,11,6,0,4,1,14,1,0,1,1,65,2,0,1,33,0,0,0,3,3,57,0,1,0,1,19,5,0,0,0,0,0,10
6,1,4,2,1,0,0,6,0,2,1,0,2,1,1,2,10,1,7,3,1,3,5,7,1,0,2,0,42,1,0,1,6,1,1
16,6,11,6,0,4,1,11,1,0,0,0,60,0,1,0,30,0,4,0,1,3,57,0,2,0,2,19,1,2,2,0,0,0,8
14,3,8,3,0,2,1,10,3,0,1,0,58,0,0,0,23,2,8,1,1,1,48,2,2,2,0,18,74,3,3,1,0,0,12
10,0,0,3,0,0,0,8,3,7,0,1,1,1,0,1,5,2,7,3,3,4,4,7,0,0,1,2,31,0,3,2,5,0,1
14,3,8,3,2,2,1,10,0,2,0,0,49,0,0,1,24,0,3,3,1,1,40,3,0,0,1,12,65,0,3,1,1,0,9
9,5,8,5,0,3,1,8,0,0,0,0,43,2,1,1,19,0,3,0,2,3,40,0,2,2,2,16,60,3,0,3,0,0,6
14,5,11,6,1,4,1,9,3,0,0,1,62,2,0,2,30,2,6,2,2,3,51,0,2,1,2,17,3,3,0,0,0,0,11
7,3,10,4,1,2,1,6,1,1,2,2,42,1,3,0,20,0,5,2,3,3,36,1,2,2,0,13,59,3,1,1,4,0,8
15,5,13,5,0,4,1,11,2,0,1,1,57,0,2,1,33,2,1,3,0,2,56,0,1,0,0,17,73,2,1,2,0,1,7
