node_id,node_name,parent_set_index,parent_count,parent_indices,parent_names,parent_mask_chunks_hex,log_score,fixed_score,fixed_hex,saturated
16,le_cells,524,4,14 17 19 41,cholesterol ESR sex PBC,00000200000a4000 0000000000000000,-2566.68611601,-168210341,f5f9505b,0
16,le_cells,525,4,14 18 19 41,cholesterol ama sex PBC,00000200000c4000 0000000000000000,-2507.88059045,-164356462,f6341e92,0
16,le_cells,526,4,17 18 19 41,ESR ama sex PBC,00000200000e0000 0000000000000000,-2506.88232234,-164291040,f6351e20,0
17,ESR,527,0,,,0000000000000000 0000000000000000,-8274.3507119,-542267848,dfada638,0
17,ESR,528,1,14,cholesterol,0000000000004000 0000000000000000,-8050.44249682,-527593799,e08d8eb9,0
17,ESR,529,1,18,ama,0000000000040000 0000000000000000,-7745.93088021,-507637326,e1be11b2,0
17,ESR,530,1,19,sex,0000000000080000 0000000000000000,-7920.1958735,-519057957,e10fcddb,0
17,ESR,531,1,41,PBC,0000020000000000 0000000000000000,-6864.84013524,-449894163,e52f28ed,0
17,ESR,532,1,60,bilirubin,1000000000000000 0000000000000000,-8044.62635557,-527212633,e0935fa7,0
17,ESR,533,2,14 18,cholesterol ama,0000000000044000 0000000000000000,-7639.79384684,-500681530,e22834c6,0
17,ESR,534,2,14 19,cholesterol sex,0000000000084000 0000000000000000,-7800.83569462,-511235568,e1872a10,0
17,ESR,535,2,14 41,cholesterol PBC,0000020000004000 0000000000000000,-6895.53070513,-451905500,e5107824,0
17,ESR,536,2,14 60,cholesterol bilirubin,1000000000004000 0000000000000000,-7934.05339823,-519966124,e101f254,0
17,ESR,537,2,18 19,ama sex,00000000000c0000 0000000000000000,-7583.94657857,-497021523,e2600dad,0
17,ESR,538,2,18 41,ama PBC,0000020000040000 0000000000000000,-6882.24904848,-451035074,e51dc03e,0
17,ESR,539,2,18 60,ama bilirubin,1000000000040000 0000000000000000,-7651.80992202,-501469015,e21c30a9,0
17,ESR,540,2,19 41,sex PBC,0000020000080000 0000000000000000,-6884.20899126,-451163520,e51bca80,0
17,ESR,541,2,19 60,sex bilirubin,1000000000080000 0000000000000000,-7807.21685277,-511653764,e180c87c,0
17,ESR,542,2,41 60,PBC bilirubin,1000020000000000 0000000000000000,-6912.41452502,-453011998,e4ff95e2,0
17,ESR,543,3,14 18 19,cholesterol ama sex,00000000000c4000 0000000000000000,-7555.7865825,-495176029,e27c36a3,0
17,ESR,544,3,14 18 41,cholesterol ama PBC,0000020000044000 0000000000000000,-6942.71132955,-454997530,e4e149e6,0
17,ESR,545,3,14 18 60,cholesterol ama bilirubin,1000000000044000 0000000000000000,-7699.35558301,-504584967,e1eca4f9,0
17,ESR,546,3,14 19 41,cholesterol sex PBC,0000020000084000 0000000000000000,-6947.11028306,-455285820,e4dce3c4,0
17,ESR,547,3,14 19 60,cholesterol sex bilirubin,1000000000084000 0000000000000000,-7829.39183364,-513107023,e16a9bb1,0
17,ESR,548,3,14 41 60,cholesterol PBC bilirubin,1000020000004000 0000000000000000,-7039.93528384,-461369199,e4801091,0
17,ESR,549,3,18 19 41,ama sex PBC,00000200000c0000 0000000000000000,-6921.09842744,-453581107,e4f6e6cd,0
17,ESR,550,3,18 19 60,ama sex bilirubin,10000000000c0000 0000000000000000,-7585.51522096,-497124326,e25e7c1a,0
17,ESR,551,3,18 41 60,ama PBC bilirubin,1000020000040000 0000000000000000,-6976.35341879,-457202298,e4bfa586,0
17,ESR,552,3,19 41 60,sex PBC bilirubin,1000020000080000 0000000000000000,-6986.02626081,-457836217,e4b5f947,0
17,ESR,553,4,14 18 19 41,cholesterol ama sex PBC,00000200000c4000 0000000000000000,-7042.50193288,-461537407,e47d7f81,0
17,ESR,554,4,14 18 19 60,cholesterol ama sex bilirubin,10000000000c4000 0000000000000000,-7801.16363158,-511257060,e186d61c,0
17,ESR,555,4,14 18 41 60,cholesterol ama PBC bilirubin,1000020000044000 0000000000000000,-7213.04188459,-472713913,e3d2f547,0
17,ESR,556,4,14 19 41 60,cholesterol sex PBC bilirubin,1000020000084000 0000000000000000,-7236.2944365,-474237792,e3bbb4a0,0
17,ESR,557,4,18 19 41 60,ama sex PBC bilirubin,10000200000c0000 0000000000000000,-7108.46512731,-465860371,e43b88ed,0
18,ama,558,0,,,0000000000000000 0000000000000000,-5367.2097233,-351745456,eb08ca50,0
18,ama,559,1,14,cholesterol,0000000000004000 0000000000000000,-5065.99358844,-332004956,ec3601a4,0
18,ama,560,1,17,ESR,0000000000020000 0000000000000000,-4838.78989161,-317114934,ed1935ca,0
18,ama,561,1,19,sex,0000000000080000 0000000000000000,-4844.88039461,-317514082,ed131e9e,0
18,ama,562,1,41,PBC,0000020000000000 0000000000000000,-3112.05502204,-203951638,f3d7f1ea,0
18,ama,563,1,60,bilirubin,1000000000000000 0000000000000000,-5050.43418153,-330985255,ec4590d9,0
18,ama,564,2,14 17,cholesterol ESR,0000000000024000 0000000000000000,-4655.34493847,-305092686,edd0a7b2,0
18,ama,565,2,14 19,cholesterol sex,0000000000084000 0000000000000000,-4659.05962919,-305336132,edccf0bc,0
18,ama,566,2,14 41,cholesterol PBC,0000020000004000 0000000000000000,-3125.05959421,-204803906,f3caf0be,0
18,ama,567,2,14 60,cholesterol bilirubin,1000000000004000 0000000000000000,-4853.05646105,-318049908,ed0af18c,0
18,ama,568,2,17 19,ESR sex,00000000000a0000 0000000000000000,-4508.63109968,-295477648,ee635e70,0
18,ama,569,2,17 41,ESR PBC,0000020000020000 0000000000000000,-3129.46393528,-205092548,f3c6893c,0
18,ama,570,2,17 60,ESR bilirubin,1000000000020000 0000000000000000,-4657.61774799,-305241637,edce61db,0
18,ama,571,2,19 41,sex PBC,0000020000080000 0000000000000000,-3119.85771647,-204462995,f3d0246d,0
18,ama,572,2,19 60,sex bilirubin,1000000000080000 0000000000000000,-4650.523885,-304776733,edd579e3,0
18,ama,573,2,41 60,PBC bilirubin,1000020000000000 0000000000000000,-3129.48514983,-205093939,f3c683cd,0
18,ama,574,3,14 17 19,cholesterol ESR sex,00000000000a4000 0000000000000000,-4414.01051707,-289276593,eec1fd4f,0
18,ama,575,3,14 17 41,cholesterol ESR PBC,0000020000024000 0000000000000000,-3172.24021862,-207895935,f39bc281,0
18,ama,576,3,14 17 60,cholesterol ESR bilirubin,1000000000024000 0000000000000000,-4618.35864583,-302668752,edf5a430,0
18,ama,577,3,14 19 41,cholesterol sex PBC,0000020000084000 0000000000000000,-3147.90999427,-206301429,f3b4170b,0
18,ama,578,3,14 19 60,cholesterol sex bilirubin,1000000000084000 0000000000000000,-4563.42002985,-299068295,ee2c9479,0
18,ama,579,3,14 41 60,cholesterol PBC bilirubin,1000020000004000 0000000000000000,-3184.57246129,-208704141,f38f6d73,0
18,ama,580,3,17 19 41,ESR sex PBC,00000200000a0000 0000000000000000,-3156.74715265,-206880581,f3ab40bb,0
18,ama,581,3,17 19 60,ESR sex bilirubin,10000000000a0000 0000000000000000,-4428.82225319,-290247295,eeb32d81,0
18,ama,582,3,17 41 60,ESR PBC bilirubin,1000020000020000 0000000000000000,-3193.4240436,-209284238,f3869372,0
18,ama,583,3,19 41 60,sex PBC bilirubin,1000020000080000 0000000000000000,-3156.07109728,-206836275,f3abedcd,0
18,ama,584,4,14 17 19 41,cholesterol ESR sex PBC,00000200000a4000 0000000000000000,-3243.30164409,-212553017,f354b2c7,0
18,ama,585,4,14 17 19 60,cholesterol ESR sex bilirubin,10000000000a4000 0000000000000000,-4535.19182779,-297218332,ee48cee4,0
18,ama,586,4,14 17 41 60,cholesterol ESR PBC bilirubin,1000020000024000 0000000000000000,-3357.67906204,-220048855,f2e25229,0
18,ama,587,4,14 19 41 60,cholesterol sex PBC bilirubin,1000020000084000 0000000000000000,-3266.49208357,-214072825,f33d8207,0
18,ama,588,4,17 19 41 60,ESR sex PBC bilirubin,10000200000a0000 0000000000000000,-3278.50996379,-214860429,f3317d73,0
19,sex,589,0,,,0000000000000000 0000000000000000,-6746.92426541,-442166429,e5a51363,0
19,sex,590,1,17,ESR,0000000000020000 0000000000000000,-6392.76942702,-418956537,e7073b07,0
19,sex,591,1,18,ama,0000000000040000 0000000000000000,-6224.59493673,-407935054,e7af67b2,0
19,sex,592,1,41,PBC,0000020000000000 0000000000000000,-5423.9927152,-355466787,ead001dd,0
19,sex,593,1,51,ggtp,0008000000000000 0000000000000000,-6616.25923129,-433603165,e627bda3,0
19,sex,594,1,60,bilirubin,1000000000000000 0000000000000000,-6551.46043888,-429356511,e6688a21,0
19,sex,595,2,17 18,ESR ama,0000000000060000 0000000000000000,-6062.61063509,-397319251,e85163ad,0
19,sex,596,2,17 41,ESR PBC,0000020000020000 0000000000000000,-5443.36157122,-356736144,eabca370,0
19,sex,597,2,17 51,ESR ggtp,0008000000020000 0000000000000000,-6350.20011266,-416166715,e731ccc5,0
19,sex,598,2,17 60,ESR bilirubin,1000000000020000 0000000000000000,-6314.05093609,-413797642,e755f2f6,0
19,sex,599,2,18 41,ama PBC,0000020000040000 0000000000000000,-5431.79540963,-355978144,eac83460,0
19,sex,600,2,18 51,ama ggtp,0008000000040000 0000000000000000,-6185.35770784,-405363603,e7d6a46d,0
19,sex,601,2,18 60,ama bilirubin,1000000000040000 0000000000000000,-6151.55014235,-403147990,e7f8732a,0
19,sex,602,2,41 51,PBC ggtp,0008020000000000 0000000000000000,-5450.75987123,-357220999,eab53d79,0
19,sex,603,2,41 60,PBC bilirubin,1000020000000000 0000000000000000,-5450.31128263,-357191600,eab5b050,0
19,sex,604,2,51 60,ggtp bilirubin,1008000000000000 0000000000000000,-6494.081635,-425596134,e6a1eb1a,0
19,sex,605,3,17 18 41,ESR ama PBC,0000020000060000 0000000000000000,-5470.64478859,-358524177,eaa15aef,0
19,sex,606,3,17 18 51,ESR ama ggtp,0008000000060000 0000000000000000,-6107.38154874,-400253357,e8249e53,0
19,sex,607,3,17 18 60,ESR ama bilirubin,1000000000060000 0000000000000000,-6085.25544129,-398803301,e83abe9b,0
19,sex,608,3,17 41 51,ESR PBC ggtp,0008020000020000 0000000000000000,-5531.06628377,-362483960,ea64ef08,0
19,sex,609,3,17 41 60,ESR PBC bilirubin,1000020000020000 0000000000000000,-5523.92301841,-362015819,ea6c13b5,0
19,sex,610,3,17 51 60,ESR ggtp bilirubin,1008000000020000 0000000000000000,-6410.84094577,-420140872,e6f528b8,0
19,sex,611,3,18 41 51,ama PBC ggtp,0008020000040000 0000000000000000,-5488.4644483,-359692006,ea8f891a,0
19,sex,612,3,18 41 60,ama PBC bilirubin,1000020000040000 0000000000000000,-5476.89723007,-358933937,ea9b1a4f,0
19,sex,613,3,18 51 60,ama ggtp bilirubin,1008000000040000 0000000000000000,-6206.36111234,-406740082,e7c1a38e,0
19,sex,614,3,41 51 60,PBC ggtp bilirubin,1008020000000000 0000000000000000,-5564.62511846,-364683272,ea435ff8,0
19,sex,615,4,17 18 41 51,ESR ama PBC ggtp,0008020000060000 0000000000000000,-5641.32233371,-369709700,e9f6ad7c,0
19,sex,616,4,17 18 41 60,ESR ama PBC bilirubin,1000020000060000 0000000000000000,-5609.0089386,-367592010,ea16fdb6,0
19,sex,617,4,17 18 51 60,ESR ama ggtp bilirubin,1008000000060000 0000000000000000,-6385.17513348,-418458838,e70ed32a,0
19,sex,618,4,17 41 51 60,ESR PBC ggtp bilirubin,1008020000020000 0000000000000000,-5835.78694868,-382454133,e934368b,0
19,sex,619,4,18 41 51 60,ama PBC ggtp bilirubin,1008020000040000 0000000000000000,-5672.63798519,-371762003,e9d75cad,0
20,inr,620,0,,,0000000000000000 0000000000000000,-4841.84644221,-317315248,ed162750,0
20,inr,621,1,26,Cirrhosis,0000000004000000 0000000000000000,-4676.26900583,-306463966,edbbbb22,0
20,inr,622,1,33,triglycerides,0000000200000000 0000000000000000,-4829.97070599,-316536960,ed220780,0
20,inr,623,1,50,bleeding,0004000000000000 0000000000000000,-4743.7301167,-310885097,ed784517,0
20,inr,624,1,54,age,0040000000000000 0000000000000000,-4867.23031057,-318978806,ecfcc50a,0
20,inr,625,1,64,Steatosis,0000000000000000 0000000000000001,-4762.24056192,-312098197,ed65c26b,0
20,inr,626,2,26 33,Cirrhosis triglycerides,0000000204000000 0000000000000000,-4707.83898468,-308532936,ed9c2938,0
20,inr,627,2,26 50,Cirrhosis bleeding,0004000004000000 0000000000000000,-4603.81900678,-301715882,ee042e56,0
20,inr,628,2,26 54,Cirrhosis age,0040000004000000 0000000000000000,-4744.32425203,-310924034,ed77acfe,0
20,inr,629,2,26 64,Cirrhosis Steatosis,0000000004000000 0000000000000001,-4680.64237671,-306750579,edb75b8d,0
20,inr,630,2,33 50,triglycerides bleeding,0004000200000000 0000000000000000,-4749.69328068,-311275899,ed724e85,0
20,inr,631,2,33 54,triglycerides age,0040000200000000 0000000000000000,-4904.01401247,-321389462,ecd7fc6a,0
20,inr,632,2,33 64,triglycerides Steatosis,0000000200000000 0000000000000001,-4790.33303385,-313939266,ed49aabe,0
20,inr,633,2,50 54,bleeding age,0044000000000000 0000000000000000,-4793.019851,-314115349,ed46faeb,0
20,inr,634,2,50 64,bleeding Steatosis,0004000000000000 0000000000000001,-4676.28681102,-306465132,edbbb694,0
20,inr,635,2,54 64,age Steatosis,0040000000000000 0000000000000001,-4812.87898747,-315416837,ed331efb,0
20,inr,636,3,26 33 50,Cirrhosis triglycerides bleeding,0004000204000000 0000000000000000,-4677.03503685,-306514168,edbaf708,0
20,inr,637,3,26 33 54,Cirrhosis triglycerides age,0040000204000000 0000000000000000,-4898.82510385,-321049402,ecdd2cc6,0
20,inr,638,3,26 33 64,Cirrhosis triglycerides Steatosis,0000000204000000 0000000000000001,-4752.85181445,-311482897,ed6f25ef,0
20,inr,639,3,26 50 54,Cirrhosis bleeding age,0044000004000000 0000000000000000,-4728.84051871,-309909292,ed8728d4,0
20,inr,640,3,26 50 64,Cirrhosis bleeding Steatosis,0004000004000000 0000000000000001,-4626.49295154,-303201842,eded81ce,0
20,inr,641,3,26 54 64,Cirrhosis age Steatosis,0040000004000000 0000000000000001,-4809.55228598,-315198819,ed36729d,0
20,inr,642,3,33 50 54,triglycerides bleeding age,0044000200000000 0000000000000000,-4897.7591614,-320979544,ecde3da8,0
20,inr,643,3,33 50 64,triglycerides bleeding Steatosis,0004000200000000 0000000000000001,-4733.99364328,-310247007,ed8201a1,0
20,inr,644,3,33 54 64,triglycerides age Steatosis,0040000200000000 0000000000000001,-4922.7205626,-322615415,ecc54789,0
20,inr,645,3,50 54 64,bleeding age Steatosis,0044000000000000 0000000000000001,-4773.71792922,-312850378,ed5a4836,0
20,inr,646,4,26 33 50 54,Cirrhosis triglycerides bleeding age,0044000204000000 0000000000000000,-4993.29629785,-327240666,ec7eb426,0
20,inr,647,4,26 33 50 64,Cirrhosis triglycerides bleeding Steatosis,0004000204000000 0000000000000001,-4760.96471466,-312014584,ed670908,0
20,inr,648,4,26 33 54 64,Cirrhosis triglycerides age Steatosis,0040000204000000 0000000000000001,-5045.31403339,-330649700,ec4aaf9c,0
20,inr,649,4,26 50 54 64,Cirrhosis bleeding age Steatosis,0044000004000000 0000000000000001,-4856.21815514,-318257113,ed07c827,0
20,inr,650,4,33 50 54 64,triglycerides bleeding age Steatosis,0044000200000000 0000000000000001,-4976.05001906,-326110414,ec8ff332,0
21,phosphatase,651,0,,,0000000000000000 0000000000000000,-10060.0371832,-659294597,d8b3f67b,0
21,phosphatase,652,1,4,THepatitis,0000000000000010 0000000000000000,-10019.3095358,-656625470,d8dcb0c2,0
21,phosphatase,653,1,26,Cirrhosis,0000000004000000 0000000000000000,-10024.7906749,-656984682,d8d73596,0
21,phosphatase,654,1,47,ChHepatitis,0000800000000000 0000000000000000,-9767.96491549,-640153349,d9d808fb,0
21,phosphatase,655,1,54,age,0040000000000000 0000000000000000,-10088.0401016,-661129796,d897f5bc,0
21,phosphatase,656,1,66,alt,0000000000000000 0000000000000004,-10085.5034646,-660963555,d89a7f1d,0
21,phosphatase,657,2,4 26,THepatitis Cirrhosis,0000000004000010 0000000000000000,-9995.26438514,-655049647,d8f4bc51,0
21,phosphatase,658,2,4 47,THepatitis ChHepatitis,0000800000000010 0000000000000000,-9725.59191503,-637376392,da026878,0
21,phosphatase,659,2,4 54,THepatitis age,0040000000000010 0000000000000000,-10072.395419,-660104506,d8a79ac6,0
21,phosphatase,660,2,4 66,THepatitis alt,0000000000000010 0000000000000004,-10058.2581954,-659178009,d8b5bde7,0
21,phosphatase,661,2,26 47,Cirrhosis ChHepatitis,0000800004000000 0000000000000000,-9767.58561333,-640128491,d9d86a15,0
21,phosphatase,662,2,26 54,Cirrhosis age,0040000004000000 0000000000000000,-10107.901317,-662431421,d8841943,0
21,phosphatase,663,2,26 66,Cirrhosis alt,0000000004000000 0000000000000004,-10101.9493403,-662041352,d88a0cf8,0
21,phosphatase,664,2,47 54,ChHepatitis age,0040800000000000 0000000000000000,-9850.33444453,-645551518,d985aa62,0
21,phosphatase,665,2,47 66,ChHepatitis alt,0000800000000000 0000000000000004,-9847.39934609,-645359164,d98899c4,0
21,phosphatase,666,2,54 66,age alt,0040000000000000 0000000000000004,-10209.5068447,-669090241,d81e7e3f,0
21,phosphatase,667,3,4 26 47,THepatitis Cirrhosis ChHepatitis,0000800004000010 0000000000000000,-9754.36329216,-639261953,d9e5a2ff,0
21,phosphatase,668,3,4 26 54,THepatitis Cirrhosis age,0040000004000010 0000000000000000,-10134.9897813,-664206690,d869029e,0
21,phosphatase,669,3,4 26 66,THepatitis Cirrhosis alt,0000000004000010 0000000000000004,-10118.62975,-663134519,d8795ec9,0
21,phosphatase,670,3,4 47 54,THepatitis ChHepatitis age,0040800000000010 0000000000000000,-9867.24524898,-646659785,d974c137,0
21,phosphatase,671,3,4 47 66,THepatitis ChHepatitis alt,0000800000000010 0000000000000004,-9848.84710765,-645454044,d9872724,0
21,phosphatase,672,3,4 54 66,THepatitis age alt,0040000000000010 0000000000000004,-10265.3500653,-672749982,d7e6a662,0
21,phosphatase,673,3,26 47 54,Cirrhosis ChHepatitis age,0040800004000000 0000000000000000,-9996.52211572,-655132073,d8f37a57,0
21,phosphatase,674,3,26 47 66,Cirrhosis ChHepatitis alt,0000800004000000 0000000000000004,-9978.28948674,-653937180,d905b5e4,0
21,phosphatase,675,3,26 54 66,Cirrhosis age alt,0040000004000000 0000000000000004,-10413.9194103,-682486622,d75214a2,0
21,phosphatase,676,3,47 54 66,ChHepatitis age alt,0040800000000000 0000000000000004,-10172.3827832,-666657278,d8439e02,0
21,phosphatase,677,4,4 26 47 54,THepatitis Cirrhosis ChHepatitis age,0040800004000010 0000000000000000,-10083.3395188,-660821739,d89ca915,0
21,phosphatase,678,4,4 26 47 66,THepatitis Cirrhosis ChHepatitis alt,0000800004000010 0000000000000004,-10056.0919574,-659036043,d8b7e875,0
21,phosphatase,679,4,4 26 54 66,THepatitis Cirrhosis age alt,0040000004000010 0000000000000004,-10550.1176437,-691412510,d6c9e1e2,0
21,phosphatase,680,4,4 47 54 66,THepatitis ChHepatitis age alt,0040800000000010 0000000000000004,-10322.5672287,-676499766,d7ad6eca,0
21,phosphatase,681,4,26 47 54 66,Cirrhosis ChHepatitis age alt,0040800004000000 0000000000000004,-10646.9382165,-697757743,d6690fd1,0
22,hbsag,682,0,,,0000000000000000 0000000000000000,-3187.00791822,-208863751,f38cfdf9,0
22,hbsag,683,1,1,ast,0000000000000002 0000000000000000,-3192.44676851,-209220191,f3878da1,0
22,hbsag,684,1,21,phosphatase,0000000000200000 0000000000000000,-3176.67176722,-208186361,f3975407,0
22,hbsag,685,1,40,vh_amn,0000010000000000 0000000000000000,-2989.89858982,-195945994,f45219f6,0
22,hbsag,686,1,47,ChHepatitis,0000800000000000 0000000000000000,-2891.98090227,-189528860,f4b404e4,0
22,hbsag,687,1,69,fibrosis,0000000000000000 0000000000000020,-3127.61103152,-204971117,f3c86393,0
22,hbsag,688,2,1 21,ast phosphatase,0000000000200002 0000000000000000,-3211.29816156,-210455636,f374b3ac,0
22,hbsag,689,2,1 40,ast vh_amn,0000010000000002 0000000000000000,-3010.22940803,-197278394,f43dc546,0
22,hbsag,690,2,1 47,ast ChHepatitis,0000800000000002 0000000000000000,-2930.37959035,-192045357,f48d9ed3,0
22,hbsag,691,2,1 69,ast fibrosis,0000000000000002 0000000000000020,-3147.99033411,-206306695,f3b40279,0
22,hbsag,692,2,21 40,phosphatase vh_amn,0000010000200000 0000000000000000,-2987.96914092,-195819546,f45407e6,0
22,hbsag,693,2,21 47,phosphatase ChHepatitis,0000800000200000 0000000000000000,-2919.8434538,-191354861,f4982813,0
22,hbsag,694,2,21 69,phosphatase fibrosis,0000000000200000 0000000000000020,-3131.56367827,-205230157,f3c46fb3,0
22,hbsag,695,2,40 47,vh_amn ChHepatitis,0000810000000000 0000000000000000,-2752.79076942,-180406896,f53f3590,0
22,hbsag,696,2,40 69,vh_amn fibrosis,0000010000000000 0000000000000020,-2947.79725143,-193186841,f47c33e7,0
22,hbsag,697,2,47 69,ChHepatitis fibrosis,0000800000000000 0000000000000020,-2903.32852499,-190272538,f4a8abe6,0
22,hbsag,698,3,1 21 40,ast phosphatase vh_amn,0000010000200002 0000000000000000,-3068.15326299,-201074492,f403d8c4,0
22,hbsag,699,3,1 21 47,ast phosphatase ChHepatitis,0000800000200002 0000000000000000,-3038.43858678,-199127111,f4218fb9,0
22,hbsag,700,3,1 21 69,ast phosphatase fibrosis,0000000000200002 0000000000000020,-3197.66318228,-209562054,f382563a,0
22,hbsag,701,3,1 40 47,ast vh_amn ChHepatitis,0000810000000002 0000000000000000,-2828.72228033,-185383143,f4f34719,0
22,hbsag,702,3,1 40 69,ast vh_amn fibrosis,0000010000000002 0000000000000020,-2996.5822277,-196384013,f44b6af3,0
22,hbsag,703,3,1 47 69,ast ChHepatitis fibrosis,0000800000000002 0000000000000020,-2967.31656595,-194466058,f468aef6,0
22,hbsag,704,3,21 40 47,phosphatase vh_amn ChHepatitis,0000810000200000 0000000000000000,-2806.17923484,-183905762,f509d21e,0
22,hbsag,705,3,21 40 69,phosphatase vh_amn fibrosis,0000010000200000 0000000000000020,-2968.63221955,-194552281,f4675e27,0
22,hbsag,706,3,21 47 69,phosphatase ChHepatitis fibrosis,0000800000200000 0000000000000020,-2947.69947311,-193180433,f47c4cef,0
22,hbsag,707,3,40 47 69,vh_amn ChHepatitis fibrosis,0000810000000000 0000000000000020,-2770.13082579,-181543294,f52dde82,0
22,hbsag,708,4,1 21 40 47,ast phosphatase vh_amn ChHepatitis,0000810000200002 0000000000000000,-3009.40128459,-197224123,f43e9945,0
22,hbsag,709,4,1 21 40 69,ast phosphatase vh_amn fibrosis,0000010000200002 0000000000000020,-3104.83698131,-203478596,f3df29bc,0
22,hbsag,710,4,1 21 47 69,ast phosphatase ChHepatitis fibrosis,0000800000200002 0000000000000020,-3120.41545102,-204499547,f3cf95a5,0
22,hbsag,711,4,1 40 47 69,ast vh_amn ChHepatitis fibrosis,0000810000000002 0000000000000020,-2892.30435924,-189550058,f4b3b216,0
22,hbsag,712,4,21 40 47 69,phosphatase vh_amn ChHepatitis fibrosis,0000810000200000 0000000000000020,-2852.15863693,-186919068,f4dbd764,0
23,fatigue,713,0,,,0000000000000000 0000000000000000,-6863.40367675,-449800023,e53098a9,0
23,fatigue,714,1,1,ast,0000000000000002 0000000000000000,-6873.98216703,-450493295,e5260491,0
23,fatigue,715,1,4,THepatitis,0000000000000010 0000000000000000,-6855.75191508,-449298558,e5383f82,0
23,fatigue,716,1,36,RHepatitis,0000001000000000 0000000000000000,-6857.92697209,-449441102,e53612b2,0
23,fatigue,717,1,47,ChHepatitis,0000800000000000 0000000000000000,-6863.79704219,-449825803,e53033f5,0
23,fatigue,718,1,54,age,0040000000000000 0000000000000000,-6876.96057034,-450688488,e5230a18,0
23,fatigue,719,2,1 4,ast THepatitis,0000000000000012 0000000000000000,-6876.48923908,-450657599,e52382c1,0
23,fatigue,720,2,1 36,ast RHepatitis,0000001000000002 0000000000000000,-6876.39955989,-450651722,e52399b6,0
23,fatigue,721,2,1 47,ast ChHepatitis,0000800000000002 0000000000000000,-6904.35555903,-452483846,e507a4fa,0
23,fatigue,722,2,1 54,ast age,0040000000000002 0000000000000000,-6934.65111629,-454469296,e4e95950,0
23,fatigue,723,2,4 36,THepatitis RHepatitis,0000001000000010 0000000000000000,-6854.118126,-449191486,e539e1c2,0
23,fatigue,724,2,4 47,THepatitis ChHepatitis,0000800000000010 0000000000000000,-6862.99771098,-449773418,e5310096,0
23,fatigue,725,2,4 54,THepatitis age,0040000000000010 0000000000000000,-6881.54595808,-450988996,e51e743c,0
23,fatigue,726,2,36 47,RHepatitis ChHepatitis,0000801000000000 0000000000000000,-6862.41173966,-449735016,e5319698,0
23,fatigue,727,2,36 54,RHepatitis age,0040001000000000 0000000000000000,-6883.59130723,-451123040,e51c68a0,0
23,fatigue,728,2,47 54,ChHepatitis age,0040800000000000 0000000000000000,-6908.47819338,-452754027,e5038595,0
23,fatigue,729,3,1 4 36,ast THepatitis RHepatitis,0000001000000012 0000000000000000,-6889.5056693,-451510644,e5167e8c,0
23,fatigue,730,3,1 4 47,ast THepatitis ChHepatitis,0000800000000012 0000000000000000,-6932.87810946,-454353100,e4eb1f34,0
23,fatigue,731,3,1 4 54,ast THepatitis age,0040000000000012 0000000000000000,-6983.01878699,-457639119,e4b8fb31,0
23,fatigue,732,3,1 36 47,ast RHepatitis ChHepatitis,0000801000000002 0000000000000000,-6930.57702161,-454202296,e4ed6c48,0
23,fatigue,733,3,1 36 54,ast RHepatitis age,0040001000000002 0000000000000000,-6976.83921103,-457234135,e4bf2929,0
23,fatigue,734,3,1 47 54,ast ChHepatitis age,0040800000000002 0000000000000000,-7084.50685332,-464290241,e4537e3f,0
23,fatigue,735,3,4 36 47,THepatitis RHepatitis ChHepatitis,0000801000000010 0000000000000000,-6867.69929698,-450081541,e52c4cfb,0
23,fatigue,736,3,4 36 54,THepatitis RHepatitis age,0040001000000010 0000000000000000,-6899.43256271,-452161212,e50c9144,0
23,fatigue,737,3,4 47 54,THepatitis ChHepatitis age,0040800000000010 0000000000000000,-6946.72843104,-455260794,e4dd4586,0
23,fatigue,738,3,36 47 54,RHepatitis ChHepatitis age,0040801000000000 0000000000000000,-6935.37516909,-454516747,e4e89ff5,0
23,fatigue,739,4,1 4 36 47,ast THepatitis RHepatitis ChHepatitis,0000801000000012 0000000000000000,-6978.1699869,-457321348,e4bdd47c,0
23,fatigue,740,4,1 4 36 54,ast THepatitis RHepatitis age,0040001000000012 0000000000000000,-7047.60628232,-461871925,e47864cb,0
23,fatigue,741,4,1 4 47 54,ast THepatitis ChHepatitis age,0040800000000012 0000000000000000,-7205.06971555,-472191449,e3daee27,0
23,fatigue,742,4,1 36 47 54,ast RHepatitis ChHepatitis age,0040801000000002 0000000000000000,-7192.4750312,-471366044,e3e78664,0
23,fatigue,743,4,4 36 47 54,THepatitis RHepatitis ChHepatitis age,0040801000000010 0000000000000000,-6992.85455535,-458283716,e4af253c,0
24,palms,744,0,,,0000000000000000 0000000000000000,-4465.63851615,-292660086,ee8e5c8a,0
24,palms,745,1,3,irregular_liver,0000000000000008 0000000000000000,-4439.79602195,-290966472,eea83438,0
24,palms,746,1,11,edge,0000000000000800 0000000000000000,-4440.86422924,-291036478,eea722c2,0
24,palms,747,1,26,Cirrhosis,0000000004000000 0000000000000000,-4266.4042037,-279603066,ef559886,0
24,palms,748,1,64,Steatosis,0000000000000000 0000000000000001,-4428.28907761,-290212353,eeb3b5ff,0
24,palms,749,1,69,fibrosis,0000000000000000 0000000000000020,-4403.48156154,-288586568,eecc84b8,0
24,palms,750,2,3 11,irregular_liver edge,0000000000000808 0000000000000000,-4424.23876529,-289946912,eeb7c2e0,0
